data,região,instituição,1as_consultas,consultas_subsequentes,total_consultas,ano,mês,coordenadas,código_região
2015-12-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",276,142,418,2015,12,"-7.4922407,40.2804158",2
2015-12-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",399,0,399,2015,12,"-8.6172617,41.1472498",1
2016-01-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",4,2,6,2016,1,"-7.8721227,38.014123",4
2016-01-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",138,18,156,2016,1,"-7.9281554,37.0238973",5
2016-01-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",161,109,270,2016,1,"-8.4098211,40.2191523",2
2016-01-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",24,10,34,2016,1,"-7.4981271,39.8212263",2
2016-01-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",0,0,0,2016,1,"-8.8818638,38.5283754",3
2016-02-01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE",75,0,75,2016,2,"-7.2734793,40.5309916",2
2016-02-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",99,0,99,2016,2,"-7.7515252,41.3031784",1
2016-03-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",63,29,92,2016,3,"-7.4981271,39.8212263",2
2016-03-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",155,0,155,2016,3,"-7.7515252,41.3031784",1
2016-04-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",381,110,491,2016,4,"-7.9032848,38.5684861",4
2016-04-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",198,218,416,2016,4,"-7.4263845,39.3003425",4
2016-04-01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE",122,0,122,2016,4,"-7.2734793,40.5309916",2
2016-04-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",76,33,109,2016,4,"-7.4981271,39.8212263",2
2016-04-01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE",0,0,0,2016,4,"-8.6010558,41.1831056",1
2016-04-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",195,0,195,2016,4,"-7.7515252,41.3031784",1
2016-04-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",676,0,676,2016,4,"-8.6745115,41.1794456",1
2016-05-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",88,73,161,2016,5,"-7.4922407,40.2804158",2
2016-05-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",1,0,1,2016,5,"-9.1634516,38.7396768",3
2016-06-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",295,286,581,2016,6,"-8.6543716,40.6362453",2
2016-06-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",106,72,178,2016,6,"-7.4981271,39.8212263",2
2016-06-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",0,0,0,2016,6,"-9.1371248,38.7166948",3
2016-06-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",370,0,370,2016,6,"-8.6172617,41.1472498",1
2016-07-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",151,111,262,2016,7,"-8.0827433,40.516364",2
2016-07-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",1,0,1,2016,7,"-9.1822554,38.6658713",3
2016-07-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",477,0,477,2016,7,"-8.6172617,41.1472498",1
2016-08-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",19,14,33,2016,8,"-7.8721227,38.014123",4
2016-08-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",359,320,679,2016,8,"-8.6543716,40.6362453",2
2016-08-01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE",0,0,0,2016,8,"-8.6010558,41.1831056",1
2016-09-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",809,237,1046,2016,9,"-7.9032848,38.5684861",4
2016-09-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",21,17,38,2016,9,"-7.8721227,38.014123",4
2016-09-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",362,463,825,2016,9,"-7.4263845,39.3003425",4
2016-10-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",411,553,964,2016,10,"-7.4263845,39.3003425",4
2016-10-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",2282,1135,3417,2016,10,"-8.4098211,40.2191523",2
2016-10-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",125,96,221,2016,10,"-7.4981271,39.8212263",2
2016-10-01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE",0,0,0,2016,10,"-8.6010558,41.1831056",1
2016-11-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",251,179,430,2016,11,"-8.0827433,40.516364",2
2016-11-01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE",336,0,336,2016,11,"-7.2734793,40.5309916",2
2016-11-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",2,0,2,2016,11,"-9.1634516,38.7396768",3
2016-11-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",535,11,546,2016,11,"-7.7515252,41.3031784",1
2016-11-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",1938,0,1938,2016,11,"-8.6745115,41.1794456",1
2016-12-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",1551,117,1668,2016,12,"-7.9281554,37.0238973",5
2016-12-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",123,0,123,2016,12,"-8.8818638,38.5283754",3
2016-12-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",2,0,2,2016,12,"-9.1634516,38.7396768",3
2017-01-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",0,0,0,2017,1,"-7.8721227,38.014123",4
2017-01-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",60,46,106,2017,1,"-7.4263845,39.3003425",4
2017-01-01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE",34,0,34,2017,1,"-7.2734793,40.5309916",2
2017-01-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",13,0,13,2017,1,"-9.1822554,38.6658713",3
2017-02-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,8,1,9,2017,2,"-8.7707806,40.297919",2
2017-02-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",206,0,206,2017,2,"-8.6172617,41.1472498",1
2017-03-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",194,141,335,2017,3,"-7.4263845,39.3003425",4
2017-03-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",159,3,162,2017,3,"-7.9281554,37.0238973",5
2017-03-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",140,166,306,2017,3,"-8.6543716,40.6362453",2
2017-04-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",278,114,392,2017,4,"-7.9032848,38.5684861",4
2017-04-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",243,193,436,2017,4,"-7.4263845,39.3003425",4
2017-04-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",116,31,147,2017,4,"-7.4981271,39.8212263",2
2017-04-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",742,4492,5234,2017,4,"-8.6745115,41.1794456",1
2017-05-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",0,0,0,2017,5,"-7.8721227,38.014123",4
2017-05-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",145,44,189,2017,5,"-7.4981271,39.8212263",2
2017-05-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",8,4,12,2017,5,"-9.1371248,38.7166948",3
2017-05-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",553,0,553,2017,5,"-8.6172617,41.1472498",1
2017-05-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",193,1,194,2017,5,"-7.7515252,41.3031784",1
2017-06-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",277,276,553,2017,6,"-8.6543716,40.6362453",2
2017-07-01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE",244,0,244,2017,7,"-7.2734793,40.5309916",2
2017-07-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",112,0,112,2017,7,"-9.1822554,38.6658713",3
2017-07-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",909,0,909,2017,7,"-8.6172617,41.1472498",1
2017-08-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",260,167,427,2017,8,"-8.7982706,39.7414812",2
2017-08-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",288,1,289,2017,8,"-7.7515252,41.3031784",1
2017-09-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",388,5,393,2017,9,"-7.9281554,37.0238973",5
2017-09-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",385,390,775,2017,9,"-8.6543716,40.6362453",2
2017-09-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",1667,790,2457,2017,9,"-8.4098211,40.2191523",2
2017-09-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,26,1,27,2017,9,"-8.7707806,40.297919",2
2017-09-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",334,1,335,2017,9,"-7.7515252,41.3031784",1
2017-10-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",391,5,396,2017,10,"-7.9281554,37.0238973",5
2017-10-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",341,209,550,2017,10,"-8.7982706,39.7414812",2
2017-10-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",219,1,220,2017,10,"-9.1822554,38.6658713",3
2017-10-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",1410,0,1410,2017,10,"-8.6172617,41.1472498",1
2017-11-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",607,603,1210,2017,11,"-7.4263845,39.3003425",4
2017-11-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",355,237,592,2017,11,"-8.7982706,39.7414812",2
2017-11-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",180,121,301,2017,11,"-8.0827433,40.516364",2
2017-12-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",19,24,43,2017,12,"-9.1371248,38.7166948",3
2017-12-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",2503,13217,15720,2017,12,"-8.6745115,41.1794456",1
2018-01-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",0,0,0,2018,1,"-8.6956768,38.0162314",4
2018-01-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,1,1,2018,1,"-7.9281554,37.0238973",5
2018-01-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",35,9,44,2018,1,"-7.4922407,40.2804158",2
2018-01-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",32,14,46,2018,1,"-7.4981271,39.8212263",2
2018-01-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",27,0,27,2018,1,"-9.1616116,38.7500861",3
2018-01-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",55,0,55,2018,1,"-9.1822554,38.6658713",3
2018-01-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",157,0,157,2018,1,"-8.6172617,41.1472498",1
2018-02-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",1,0,1,2018,2,"-7.8721227,38.014123",4
2018-02-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,6,0,6,2018,2,"-8.7707806,40.297919",2
2018-03-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",5,11,16,2018,3,"-8.6956768,38.0162314",4
2018-03-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",5,2,7,2018,3,"-7.9281554,37.0238973",5
2018-03-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",42,64,106,2018,3,"-8.6543716,40.6362453",2
2018-03-01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE",103,0,103,2018,3,"-7.2734793,40.5309916",2
2018-03-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",87,31,118,2018,3,"-7.4981271,39.8212263",2
2018-03-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",97,0,97,2018,3,"-9.1616116,38.7500861",3
2018-03-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",159,0,159,2018,3,"-9.1822554,38.6658713",3
2018-04-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",5,17,22,2018,4,"-8.6956768,38.0162314",4
2018-04-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",152,50,202,2018,4,"-7.4922407,40.2804158",2
2018-04-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",565,219,784,2018,4,"-8.4098211,40.2191523",2
2018-04-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",194,0,194,2018,4,"-9.1822554,38.6658713",3
2018-04-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",711,0,711,2018,4,"-8.6172617,41.1472498",1
2018-05-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",416,179,595,2018,5,"-7.9032848,38.5684861",4
2018-05-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",8,4,12,2018,5,"-7.8721227,38.014123",4
2018-05-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",5,17,22,2018,5,"-8.6956768,38.0162314",4
2018-05-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",234,266,500,2018,5,"-7.4263845,39.3003425",4
2018-05-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",763,337,1100,2018,5,"-8.4098211,40.2191523",2
2018-05-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",7,18,25,2018,5,"-9.1371248,38.7166948",3
2018-05-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",179,0,179,2018,5,"-9.1616116,38.7500861",3
2018-06-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",16,4,20,2018,6,"-7.8721227,38.014123",4
2018-06-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",1282,0,1282,2018,6,"-8.6172617,41.1472498",1
2018-07-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",1059,457,1516,2018,7,"-8.4098211,40.2191523",2
2018-07-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",273,0,273,2018,7,"-9.1616116,38.7500861",3
2018-07-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",342,0,342,2018,7,"-9.1822554,38.6658713",3
2018-07-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",4,0,4,2018,7,"-8.5458794,40.9293884",1
2018-08-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",111,96,207,2018,8,"-8.0827433,40.516364",2
2018-08-01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE",444,0,444,2018,8,"-7.2734793,40.5309916",2
2018-08-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",4,0,4,2018,8,"-8.5458794,40.9293884",1
2018-09-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",4,0,4,2018,9,"-8.5458794,40.9293884",1
2018-09-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",234,0,234,2018,9,"-7.7515252,41.3031784",1
2018-10-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",599,424,1023,2018,10,"-7.4263845,39.3003425",4
2018-10-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",277,211,488,2018,10,"-8.7982706,39.7414812",2
2018-10-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",396,330,726,2018,10,"-8.6543716,40.6362453",2
2018-10-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",1606,760,2366,2018,10,"-8.4098211,40.2191523",2
2018-11-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",44,24,68,2018,11,"-7.8721227,38.014123",4
2018-11-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",676,460,1136,2018,11,"-7.4263845,39.3003425",4
2018-11-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",134,0,134,2018,11,"-9.216985,38.708454",3
2018-12-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",17,8,25,2018,12,"-7.9281554,37.0238973",5
2018-12-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,36,2,38,2018,12,"-8.7707806,40.297919",2
2018-12-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",106,74,180,2018,12,"-8.6062881,41.1785642",1
2018-12-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,12412,12412,2018,12,"-8.6745115,41.1794456",1
2019-01-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",71,32,103,2019,1,"-7.4263845,39.3003425",4
2019-01-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",0,0,0,2019,1,"-9.1822554,38.6658713",3
2019-02-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",5,10,15,2019,2,"-9.1371248,38.7166948",3
2019-03-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2019,3,"-7.9281554,37.0238973",5
2019-03-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",11,10,21,2019,3,"-9.1371248,38.7166948",3
2019-04-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",7,9,16,2019,4,"-8.6956768,38.0162314",4
2019-04-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",812,7,819,2019,4,"-9.1616116,38.7500861",3
2019-04-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",849,0,849,2019,4,"-8.6172617,41.1472498",1
2019-05-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",22,30,52,2019,5,"-7.8721227,38.014123",4
2019-05-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",264,96,360,2019,5,"-7.4263845,39.3003425",4
2019-05-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",137,67,204,2019,5,"-7.4981271,39.8212263",2
2019-05-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",90,0,90,2019,5,"-9.216985,38.708454",3
2019-06-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",25,31,56,2019,6,"-7.8721227,38.014123",4
2019-06-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",106,0,106,2019,6,"-9.216985,38.708454",3
2019-06-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",0,0,0,2019,6,"-9.1822554,38.6658713",3
2019-06-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",644,0,644,2019,6,"-7.7515252,41.3031784",1
2019-07-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",130,0,130,2019,7,"-9.216985,38.708454",3
2019-07-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",1744,10,1754,2019,7,"-9.1616116,38.7500861",3
2019-07-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",1383,0,1383,2019,7,"-8.6172617,41.1472498",1
2019-07-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",40,29,69,2019,7,"-8.6062881,41.1785642",1
2019-08-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",907,427,1334,2019,8,"-7.9032848,38.5684861",4
2019-08-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,5,0,5,2019,8,"-8.7707806,40.297919",2
2019-08-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",23,21,44,2019,8,"-9.1371248,38.7166948",3
2019-09-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",13,18,31,2019,9,"-8.6956768,38.0162314",4
2019-09-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",1823,548,2371,2019,9,"-8.4098211,40.2191523",2
2019-09-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,5,0,5,2019,9,"-8.7707806,40.297919",2
2019-09-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",810,0,810,2019,9,"-7.7515252,41.3031784",1
2019-09-01,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE",0,4,4,2019,9,"-8.6171561,41.5324234",1
2019-09-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",51,43,94,2019,9,"-8.6062881,41.1785642",1
2019-10-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",1096,542,1638,2019,10,"-7.9032848,38.5684861",4
2019-10-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",34,37,71,2019,10,"-7.8721227,38.014123",4
2019-10-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",582,371,953,2019,10,"-8.6543716,40.6362453",2
2019-10-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",228,121,349,2019,10,"-7.4981271,39.8212263",2
2019-10-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",25,23,48,2019,10,"-9.1371248,38.7166948",3
2019-10-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2873,30,2903,2019,10,"-9.1616116,38.7500861",3
2019-10-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",1954,0,1954,2019,10,"-8.6172617,41.1472498",1
2019-11-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",539,220,759,2019,11,"-7.4263845,39.3003425",4
2019-11-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",25,23,48,2019,11,"-9.1371248,38.7166948",3
2019-11-01,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE",0,4,4,2019,11,"-8.6171561,41.5324234",1
2019-12-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",55,40,95,2019,12,"-7.8721227,38.014123",4
2019-12-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",317,0,317,2019,12,"-9.216985,38.708454",3
2019-12-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",3551,42,3593,2019,12,"-9.1616116,38.7500861",3
2020-01-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",0,0,0,2020,1,"-8.6956768,38.0162314",4
2020-01-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",0,4,4,2020,1,"-8.5404429,39.478072",3
2020-01-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",0,0,0,2020,1,"-8.5458794,40.9293884",1
2020-02-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",0,0,0,2020,2,"-8.6956768,38.0162314",4
2020-02-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",47,0,47,2020,2,"-9.216985,38.708454",3
2020-02-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",0,0,0,2020,2,"-8.8818638,38.5283754",3
2020-02-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",401,0,401,2020,2,"-8.6172617,41.1472498",1
2020-03-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",319,127,446,2020,3,"-7.9032848,38.5684861",4
2020-03-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",0,0,0,2020,3,"-8.6956768,38.0162314",4
2020-03-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",569,194,763,2020,3,"-8.4098211,40.2191523",2
2020-03-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",74,9,83,2020,3,"-8.0827433,40.516364",2
2020-03-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",76,38,114,2020,3,"-7.4981271,39.8212263",2
2020-03-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",2,6,8,2020,3,"-9.1371248,38.7166948",3
2020-03-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",795,47,842,2020,3,"-9.1616116,38.7500861",3
2020-03-01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",245,0,245,2020,3,"-8.5972617,41.1094138",1
2020-03-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,2561,2561,2020,3,"-8.6745115,41.1794456",1
2020-04-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2020,4,"-7.9281554,37.0238973",5
2020-04-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,78,0,78,2020,4,"-8.5933462,40.3470015",2
2020-04-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",0,0,0,2020,4,"-8.8818638,38.5283754",3
2020-04-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,59,2501,2560,2020,4,"-9.1460705,38.7569771",3
2020-04-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",617,0,617,2020,4,"-8.6172617,41.1472498",1
2020-04-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",296,2,298,2020,4,"-7.7515252,41.3031784",1
